PG.ProteinGroups,PG.Genes,[1] 20231022_AL_HBSS_pooled_DIA1.raw.PG.Quantity,[2] 20231022_AL_HBSS_pooled_DIA2.raw.PG.Quantity,[3] 20231022_AL_HBSS_pooled_DIA3.raw.PG.Quantity,[4] 20231022_AL_HBSSbaf_pooled_DIAbaf1.raw.PG.Quantity,[5] 20231022_AL_HBSSbaf_pooled_DIAbaf2.raw.PG.Quantity,[6] 20231022_AL_HBSSbaf_pooled_DIAbaf3.raw.PG.Quantity
Q8IUH4,ZDHHC13,14337.14453125,17246.509765625,15385.5888671875,20646.396484375,18300.068359375,18531.306640625
Q8IUI8,CRLF3,7844.03662109375,7178.48828125,7216.8359375,8374.7763671875,8386.7177734375,8845.580078125
Q8IUR0,TRAPPC5,20736.28515625,18982.51953125,20674.953125,16428.53515625,24603.515625,14754.470703125
Q8IUX1,TMEM126B,11973.810546875,11431.4541015625,12472.3955078125,14029.6044921875,13126.1767578125,13878.388671875
Q8IUX4;Q96AK3;Q9NRW3,APOBEC3F;APOBEC3D;APOBEC3C,7465.2392578125,5560.95166015625,6707.33984375,5739.63330078125,4294.19970703125,5422.32421875
Q8IUZ5,PHYKPL,522841.6875,873.983154296875,765551.5,512734.40625,438626.125,231258.46875
Q8IV08,PLD3,44320.25,44132.19921875,53106.73828125,46442.390625,57567.9375,34806.30859375
Q8IV48,ERI1,27945.154296875,26184.603515625,27892.666015625,28751.10546875,30674.68359375,28174.00390625
Q8IVD9,NUDCD3,23977.833984375,22478.794921875,22983.44921875,26827.265625,24918.6796875,24813.380859375
Q8IVF2,AHNAK2,3269148,3024494,3266357,3465094,3596024.5,3531972.25
Q8IVL5,P3H2,6677.0166015625,10533.947265625,5993.59912109375,12122.1474609375,12200.65234375,10806.9345703125
Q8IVL6,P3H3,5820.052734375,6978.25830078125,8069.98291015625,6702.60107421875,7559.00537109375,8254.7958984375
Q8IVM0,CCDC50,13313.724609375,10840.5322265625,10874.765625,13115.4501953125,12934.2861328125,11676.96875
Q8IVQ6,ZDHHC21,2678.96435546875,5165.96533203125,4593.34716796875,5493.8681640625,5626.5634765625,3985.28759765625
Q8IVS2,MCAT,16307.455078125,15748.681640625,19873.671875,19341.57421875,21154.376953125,22000.578125
Q8IVT2,MISP,322147.78125,303960.375,321577.4375,331130.3125,338097.25,344020.8125
Q8IW35,CEP97,10146.189453125,9080.7490234375,9495.578125,10299.6025390625,10906.05859375,10474.2900390625
Q8IWA0,WDR75,67245.265625,63315.6875,66378.8125,69626.46875,70047.3984375,69252.84375
Q8IWA4,MFN1,16466.779296875,14008.66796875,13729.69921875,12206.443359375,14870.1728515625,13055.42578125
Q8IWB1,ITPRIP,18767.142578125,15012.4912109375,17000.02734375,18298.318359375,17717.865234375,17980.404296875
Q8IWB7,WDFY1,42523.76171875,41961.3828125,42625.85546875,48262.6015625,45467.74609375,44620.6875
Q8IWC1,MAP7D3,5643.97900390625,4630.08544921875,9120.337890625,5974.775390625,4435.9140625,8306.87109375
Q8IWE2,FAM114A1,4099.98779296875,3919.2421875,3982.991455078125,4533.09619140625,2338.459716796875,4016.314697265625
Q8IWJ2,GCC2,11376.5888671875,8858.7109375,11923.1845703125,12409.0888671875,13577.6142578125,11787.201171875
Q8IWL3,HSCB,10255.1328125,5710.138671875,9490.0498046875,10170.69921875,6947.47265625,8981.56640625
Q8IWR0,ZC3H7A,12000.1865234375,10845.6591796875,12011.2470703125,14198.8359375,15237.5380859375,11573.4091796875
Q8IWS0,PHF6,61802.46875,56888.90625,51329.265625,60662.484375,57985.46875,63970.17578125
Q8IWT6,LRRC8A,15777.8408203125,18981.193359375,21235.62890625,20788.41015625,22346.181640625,24149.8984375
Q8IWW6,ARHGAP12,6523.26806640625,8414.072265625,9892.185546875,7210.85400390625,8306.068359375,7157.51708984375
Q8IWX8,CHERP,82238.0546875,75252.3125,83330.84375,87800.5546875,92894.703125,92886.328125
Q8IWZ3,ANKHD1,68680.8046875,62754.98828125,65665.0390625,64354.98046875,64153.25390625,65438.359375
Q8IWZ8,SUGP1,24065.705078125,23307.193359375,23871.734375,24880.58984375,26537.185546875,27433.0546875
Q8IX01,SUGP2,21174.26953125,18389.443359375,23226.728515625,22835.4453125,23556.462890625,23701.05859375
Q8IX04,UEVLD,9100.1513671875,11875.1845703125,11437.75,9574.365234375,11742.310546875,12340.318359375
Q8IX12,CCAR1,178083.34375,165728.3125,185683.734375,194477.015625,201196.859375,194160.40625
Q8IX18,DHX40,11979.546875,11216.24609375,11252.625,13206.927734375,13976.2138671875,9805.4228515625
Q8IXB1,DNAJC10,52630.42578125,46901.7734375,49442.11328125,55455.52734375,53225.47265625,59327.94921875
Q8IXH7,NELFCD,35391.41796875,34132.66015625,35699.17578125,34670.67578125,37075.72265625,35728.1328125
Q8IXI1,RHOT2,42487.38671875,36849.28515625,42408.94921875,42768.97265625,41567.28515625,44961.01171875
Q8IXI2,RHOT1,35394.85546875,30138.306640625,36491.24609375,35428.94140625,35923.5546875,38063.51953125
Q8IXK0,PHC2,16944.189453125,14523.1201171875,16196.7607421875,14695.0615234375,14597.1357421875,13981.96875
Q8IXM2,BAP18,61194.7578125,59499.0703125,59081.3671875,59797.7578125,63570.6796875,59890.6484375
Q8IXM3,MRPL41,70112.78125,65131.6875,81518.4140625,61682.48828125,68190.015625,56641.4375
Q8IXM6,NRM,37152.95703125,38160.83984375,36764.1328125,35632.33203125,37656.46484375,33358.93359375
Q8IXQ4,GPALPP1,8640.6015625,9733.0048828125,9468.240234375,8342.5224609375,8015.03857421875,10081.3388671875
Q8IXT5,RBM12B,57114.0625,57578.125,63722.921875,66863.1328125,71561.953125,72951.9609375
Q8IXU6,SLC35F2,781.5881958007812,1456.57861328125,1788.6873779296875,2473.12890625,1214.197998046875,NaN
Q8IY17,PNPLA6,27765.625,26539.080078125,27944.31640625,28304.8984375,30834.40234375,28162.73046875
Q8IY18,SMC5,21842.8515625,17858.337890625,21168.9296875,19712.009765625,22796.275390625,21090.361328125
Q8IY22,CMIP,13011.3408203125,10467.4345703125,11531.451171875,12121.2890625,11283.9580078125,8420.6875
Q8IY37,DHX37,83570.9140625,75731.046875,80938.15625,86723.0703125,85305.21875,90591.703125
Q8IY67,RAVER1,53123.10546875,54679.484375,57766.59375,61562.6640625,57927.69140625,52522.94921875
Q8IY81,FTSJ3,145561.546875,140613.40625,144431.265625,151824.96875,153742.296875,153991.625
Q8IY95,TMEM192,16163.53125,15076.3310546875,20695.87890625,23648.341796875,21079.1640625,25930.6171875
Q8IYB3,SRRM1,92792.046875,79718.1640625,87761.7578125,93878.8359375,93141.375,86793.4140625
Q8IYB7,DIS3L2,4526.9169921875,4064.80029296875,4904.166015625,3580.051025390625,4503.5888671875,4555.37255859375
Q8IYB8,SUPV3L1,45738.0546875,43942.98828125,45711.67578125,44731.91015625,49919.96875,51995.26953125
Q8IYD1,GSPT2,20280.78125,21324.01171875,25016.869140625,16256.5986328125,18497.6484375,18366.923828125
Q8IYI6,EXOC8,8923.896484375,4036.93017578125,6488.92529296875,9827.1494140625,10384.0029296875,9140.076171875
Q8IYL3,C1orf174,13623.08203125,13686.814453125,12599.552734375,13827.236328125,14235.623046875,12667.3916015625
Q8IYQ7,THNSL1,19699.6796875,19091.48828125,17430.234375,21290.478515625,18011.482421875,18615.85546875
Q8IYS1,PM20D2,11628.517578125,7730.4990234375,11059.08984375,12663.109375,11629.2265625,7211.29248046875
Q8IYS2,KIAA2013,13310.3564453125,11821.8798828125,13687.8828125,15070.2890625,14669.4384765625,12916.8974609375
Q8IYT4,KATNAL2,1397154.75,1339916.625,1355843.875,1411792.5,1544968.625,1525047.25
Q8IYU8,MICU2,10146.80078125,10610.0625,11216.7490234375,9624.7626953125,12414.990234375,8921.8974609375
Q8IZ69,TRMT2A,21637.4453125,24009.15234375,16439.330078125,14428.5703125,12150.890625,7455.32763671875
Q8IZ73,RPUSD2,6121.46875,4433.8916015625,6596.9716796875,3144.75048828125,5839.27978515625,5593.2705078125
Q8IZ81,ELMOD2,46149.93359375,43987.42578125,50922.10546875,49563.53515625,48799.625,46233.97265625
Q8IZ83,ALDH16A1,40770.58984375,39248.7734375,47534.2265625,46810.61328125,47169.25,46845.11328125
Q8IZD4,DCP1B,2742.804443359375,1150.9073486328125,1318.70654296875,852.7007446289062,1763.30029296875,1392.926025390625
Q8IZH2,XRN1,2435.865234375,6323.39013671875,5876.6669921875,6240.13037109375,6446.1142578125,5766.201171875
Q8IZL8,PELP1,177086.75,162261.609375,168025.125,170455.734375,178243.359375,180575.984375
Q8IZN3;Q9NUE0,ZDHHC14;ZDHHC18,4161.5625,2677.450439453125,4889.2646484375,3638.431640625,3764.26123046875,3610.24462890625
Q8IZP0,ABI1,50548.91015625,44976.046875,47243.26171875,42193.36328125,46328.5859375,50631.16015625
Q8IZQ5,SELH,4297.2265625,4945.69189453125,3507.593994140625,2553.17138671875,3053.185546875,NaN
Q8IZR5,CMTM4,42125.55078125,44909.31640625,44931.9921875,46743.89453125,48663.00390625,51044.67578125
Q8IZW8,TNS4,19432.8125,15429.099609375,15251.3095703125,20208.939453125,18398.298828125,19234.9140625
Q8N0U8,VKORC1L1,22307.7890625,19799.546875,19754.955078125,16837.40234375,13966.2265625,15600.927734375
Q8N0V3,RBFA,7373.2919921875,6203.759765625,5410.98388671875,7997.3427734375,5145.77978515625,2596.325439453125
Q8N0X7,SPG20,9600.3115234375,10310.333984375,11285.7158203125,11350.8369140625,8626.2431640625,10754.2041015625
Q8N122,RPTOR,30725.875,34291.44921875,36674.58984375,26232.798828125,34026.60546875,28199.740234375
Q8N128,FAM177A1,13493.6865234375,12996.29296875,15927.4814453125,13282.384765625,15781.3525390625,13095.9716796875
Q8N129,CNPY4,10777.1806640625,10638.9423828125,13204.955078125,9007.0810546875,9684.1767578125,9420.921875
Q8N131,TMEM123,113860.796875,104022.2734375,113182.1328125,117139.6640625,118867.34375,115721.625
Q8N138,ORMDL3,1599.242431640625,4042.80859375,4715.91455078125,6775.12744140625,2584.475341796875,5518.0888671875
Q8N163,CCAR2,309996.96875,292441.28125,306003.71875,318923.3125,331181.6875,331378.125
Q8N183,NDUFAF2,30287.306640625,25097.744140625,26313.396484375,30050.103515625,29323.400390625,29672.037109375
Q8N1B4,VPS52,9881.90234375,8009.3994140625,8261.1669921875,7989.31201171875,8726.46484375,6797.02099609375
Q8N1F7,NUP93,219699.984375,205284.171875,226320.484375,226220.421875,236357.8125,232607.1875
Q8N1F8,STK11IP,5327.3984375,4158.0361328125,3811.156494140625,3389.993408203125,4652.6748046875,1228.8828125
Q8N1G0,ZNF687,5343.3583984375,3977.5244140625,3374.46142578125,5355.7421875,6154.548828125,5381.77880859375
Q8N1G2,CMTR1,17041.064453125,11160.033203125,16150.19140625,16809.517578125,19008.185546875,17512.572265625
Q8N1G4,LRRC47,84731.296875,78692.453125,82266.8515625,86008.1171875,93570.875,90213.796875
Q8N1S5,SLC39A11,13146.3916015625,12473.837890625,10769.6865234375,15043.2373046875,224.91650390625,11918.505859375
Q8N1W1,ARHGEF28,0.3788003623485565,NaN,NaN,0.28378167748451233,0.3389096260070801,NaN
Q8N201,INTS1,21923.654296875,20674.396484375,24238.673828125,20030.103515625,23180.462890625,20840.962890625
Q8N257,HIST3H2BB,2952061,2847919.25,3133652.5,2813105,2966660.75,2908915.25
Q8N2F6,ARMC10,67248.78125,63201.54296875,71929.203125,66756.4140625,67346.0234375,68283.2890625
Q8N2G8,GHDC,11623.7060546875,11877.4599609375,16491.6171875,15219.953125,15950.9169921875,14072.072265625
Q8N2H4,SYS1,112139.15625,105435.21875,102145.5,105634.59375,119011.03125,112459.921875
Q8N2K0,ABHD12,130928.7109375,121378.3984375,132224.78125,129415.2421875,136122.796875,148949.078125
Q8N2M8,CLASRP,2401.4052734375,3934.446044921875,2991.040283203125,4813.93310546875,4475.546875,7722.17138671875
Q8N2Z9,APITD1,13698.1044921875,13829.8857421875,11010.54296875,13793.5380859375,14130.1337890625,16195.44921875
Q8N335,GPD1L,22328.185546875,18209.94140625,20340.705078125,22118.041015625,22157.96484375,18698.134765625
Q8N357,SLC35F6,33405.28515625,33271.21875,35188.5390625,43476.79296875,40850.0234375,37975.640625
Q8N392,ARHGAP18,9754.310546875,8777.0439453125,9946.1591796875,10323.3779296875,9921.041015625,10145.0556640625
Q8N3C0,ASCC3,26523.30078125,23646.93359375,23005.26171875,23912.93359375,23854.80859375,25864.369140625
Q8N3D4,EHBP1L1,39885.7109375,38828.79296875,36552.76171875,43074.765625,37231.0234375,44411.65234375
Q8N3E9,PLCD3,27080.06640625,22932.689453125,30167.30859375,23618.529296875,36302.6171875,27621.63671875
Q8N3F8,MICALL1,888.4995727539062,161.15286254882812,488.63104248046875,1588.1436767578125,4137.44287109375,2474.207275390625
Q8N3R9,MPP5,27000.63671875,29398.8046875,24459.208984375,23659.287109375,30187.1328125,30013.896484375
Q8N3U4,STAG2,66124.1640625,62455.8828125,66302.2109375,69557.03125,69509.859375,70491.71875
Q8N3V7,SYNPO,30041.419921875,25633.294921875,31968.451171875,34831.24609375,34938.3125,33112.59765625
Q8N3X1,FNBP4,24428.310546875,24035.705078125,23393.28125,22541.544921875,25282.525390625,23986.609375
Q8N442,GUF1,5933.06103515625,4584.46044921875,5010.91015625,3143.996826171875,2633.026611328125,1891.157470703125
Q8N488,RYBP,3230.21044921875,1337.6573486328125,889.1832275390625,2207.602783203125,1551.8736572265625,3487.472412109375
Q8N4C8,MINK1,3698.31396484375,1669.7691650390625,2239.927734375,1759.8662109375,3592.856689453125,994.8929443359375
Q8N4H5,TOMM5,154160.03125,144511.578125,144838.71875,164349.625,158166.09375,155762.21875
Q8N4Q0,ZADH2,8273.37890625,7469.6875,6376.763671875,5535.4169921875,6236.572265625,6776.04638671875
Q8N4T8,CBR4,27983.400390625,27186.18359375,30224.130859375,27658.90625,31968.14453125,27617.029296875
Q8N4V1,MMGT1,34605.9921875,33218.6953125,30231.310546875,31101.451171875,28382.33203125,31510.4765625
Q8N4X5,AFAP1L2,2328.308837890625,2444.5185546875,3879.03564453125,2755.830078125,3587.250244140625,4108.2529296875
Q8N511,TMEM199,27040.701171875,23474.431640625,29028.251953125,26722.044921875,28324.814453125,26033.876953125
Q8N543,OGFOD1,22726.037109375,20455.265625,26528.00390625,24026.859375,22696.388671875,24773.580078125
Q8N556,AFAP1,17082.28515625,18703.154296875,14019.966796875,28345.41796875,22904.935546875,20795.439453125
Q8N567,ZCCHC9,14157.734375,14454.0654296875,17017.6484375,15702.1533203125,12249.54296875,14052.6376953125
Q8N5A5,ZGPAT,11582.3896484375,8276.05859375,8435.6552734375,9335.318359375,9452.8759765625,6168.06982421875
Q8N5B7,CERS5,25418.6015625,24801.49609375,24297.30078125,24577.013671875,29026.078125,30574.3046875
Q8N5C6,SRBD1,18278.533203125,13165.9169921875,15322.74609375,15443.3095703125,14370.919921875,16197.1875
Q8N5F7,NKAP,21605.294921875,16579.21875,19203.84375,21874.935546875,19359.861328125,20862.373046875
Q8N5G0,SMIM20,23643.416015625,38346.81640625,42150.21484375,38990.2578125,48473.16015625,52930.03515625
Q8N5I4,DHRSX,21881.037109375,20477.25,21955.76953125,25780.51171875,26768.408203125,29107.88671875
Q8N5K1,CISD2,114296.0859375,104814.8359375,116152.7890625,109303.859375,119264.9921875,112910.8203125
Q8N5M1,ATPAF2,46860.16796875,44606.8515625,47578.75,49993.51953125,48437.47265625,50484.05859375
Q8N5M4,TTC9C,4879.60400390625,3004.80810546875,1109.4298095703125,4268.140625,6679.35498046875,6109.68408203125
Q8N5M9,JAGN1,70997.3828125,59841.41015625,68991.3984375,73563.765625,66197.3515625,86271.0859375
Q8N5N7,MRPL50,50987.06640625,47102.859375,57584.8203125,47578.3359375,53852.921875,47936.2421875
Q8N5P1,ZC3H8,15187.318359375,11395.501953125,10866.099609375,14151.779296875,14115.419921875,10330.2900390625
Q8N668,COMMD1,9444.1162109375,9269.5390625,10787.86328125,12267.1689453125,9154.0126953125,9247.0615234375
Q8N684,CPSF7,167554.21875,156725.21875,164324.984375,179176.640625,186983.703125,189726.359375
Q8N6H7,ARFGAP2,19582.572265625,15001.8583984375,29553.1484375,20603.958984375,19262.4921875,25370.525390625
Q8N6L1,KRTCAP2,11031.4599609375,11462.576171875,10370.5859375,14628.54296875,12555.1806640625,13787.2392578125
Q8N6M0,OTUD6B,40905.90625,31651.07421875,41858.96484375,40143.1171875,48424.7734375,40773.72265625
Q8N6M3,FITM2,22331.390625,22622.783203125,22980.00390625,23490.146484375,25000.41796875,24119.646484375
Q8N6R0,METTL13,15087.505859375,11244.505859375,9271.9052734375,10410.806640625,10660.33203125,9535.7705078125
Q8N6T3,ARFGAP1,47702.06640625,40755.71875,47133.85546875,52004.515625,58054.140625,49856.06640625
Q8N766,EMC1,175193.78125,176938.21875,183275.9375,180179.75,194735.34375,196371.328125
Q8N7H5,PAF1,86006.1875,79323.2734375,84028.640625,84679.375,92233.953125,86754.40625
Q8N806,UBR7,12937.201171875,14356.88671875,13345.1015625,8353.8095703125,9371.1201171875,9399.05859375
Q8N884,MB21D1,22767.66015625,20130.875,19527.626953125,19030.107421875,23524.16796875,21727.423828125
Q8N8A6,DDX51,29691.115234375,25718.15625,29097.7421875,28368.58203125,30369.41796875,31079.82421875
Q8N8S7,ENAH,55613.25,55222.09375,58300.21484375,61559.96484375,58550.8046875,61469.33984375
Q8N983,MRPL43,99870.0703125,93784.1953125,102562.453125,103613.0625,95017.7578125,99376.015625
Q8N999,C12orf29,679.3845825195312,NaN,536.0961303710938,717.7443237304688,NaN,941.971923828125
Q8N9M1,C19orf47,21222.947265625,9709.0751953125,14714.00390625,13668.669921875,10494.681640625,9257.9248046875
Q8N9N2,ASCC1,16488.55859375,13145.791015625,8896.294921875,12188.330078125,15501.3369140625,16388.65625
Q8N9T8,KRI1,35006.45703125,29982.232421875,34411.76171875,35310.66796875,40116.80859375,36839.63671875
Q8NAF0,ZNF579,27860.279296875,21623.677734375,24214.6953125,26878.330078125,24993.66015625,24291.91796875
Q8NAV1,PRPF38A,31446.685546875,29354.173828125,29445.134765625,33320.234375,33329.92578125,33539.35546875
Q8NB16,MLKL,16456.921875,11738.509765625,17086.751953125,17806.998046875,16465.482421875,16362.5595703125
Q8NB37,PDDC1,5457.3427734375,6955.173828125,5740.619140625,5664.69384765625,8745.724609375,5516.505859375
Q8NB46,ANKRD52,7972.99365234375,10666.2451171875,10642.5478515625,9251.05078125,9378.4013671875,10216.892578125
Q8NB78,KDM1B,2207.206787109375,1394.17626953125,2618.46630859375,2097.079345703125,2127.91162109375,2456.27197265625
Q8NB90,SPATA5,11312.5908203125,21294.2890625,18727.244140625,14856.4287109375,13495.3291015625,14923.2197265625
Q8NBA8,DTWD2,6545.59423828125,6219.66015625,8400.1279296875,597.3115844726562,1703.193359375,6028.85205078125
Q8NBF2,NHLRC2,25258.0859375,28303.62109375,27476.31640625,36566.78515625,42370.5625,42730.45703125
Q8NBF6,AVL9,3611.2724609375,2086.51806640625,5986.439453125,4630.9970703125,9352.953125,4641.09912109375
Q8NBI2,CYB561A3,20786.533203125,17196.6171875,22339.82421875,18466.958984375,25689.509765625,24912.98828125
Q8NBJ4,GOLM1,82282.8046875,71894.8984375,75428.9140625,84014.4921875,81711.59375,85700.5078125
Q8NBJ5,COLGALT1,176572.171875,165267.1875,169961.03125,181721.046875,185996.046875,182250.171875
Q8NBJ7,SUMF2,148966.375,137483.46875,147147.640625,158076.828125,164435.546875,163088.5
Q8NBK3,SUMF1,17297.94921875,17268.46484375,19591.390625,22471.001953125,22517.3359375,24443.244140625
Q8NBL1,POGLUT1,23272.650390625,19779.953125,19957.193359375,26910.44921875,17674.341796875,19533.5625
Q8NBM4,UBAC2,34596.15625,34252.6640625,33324.4765625,36711.27734375,35701.8828125,32266.001953125
Q8NBM8,PCYOX1L,20921.03515625,15702.93359375,18879.72265625,17264.65234375,18530.634765625,16899.001953125
Q8NBN3,TMEM87A,6663.90771484375,5193.85400390625,5825.0625,8014.3408203125,7151.88916015625,6420.26513671875
Q8NBN7,RDH13,14341.3173828125,11734.712890625,10234.6279296875,12961.697265625,14926.849609375,13573.66796875
Q8NBQ5,HSD17B11,32876.08984375,32601.216796875,34636.390625,32096.875,34094.04296875,34319.015625
Q8NBS9,TXNDC5,392481.09375,395538.875,397198.6875,396889.78125,423398.3125,428308.53125
Q8NBT0,POC1A,385886.78125,375218.5625,397088.875,385739.46875,388337.0625,395660.75
Q8NBT2,SPC24,6795.466796875,6100.78564453125,6651.166015625,7048.982421875,7207.1787109375,3870.31787109375
Q8NBU5,ATAD1,90240.359375,90124.703125,96277.65625,97983.0703125,102986.859375,95756.4609375
Q8NBW4,SLC38A9,12998.73046875,13790.666015625,15045.1435546875,14764.0146484375,16657.4609375,12324.728515625
Q8NBX0,SCCPDH,100704.3671875,97266.28125,108524.1171875,101515.2109375,106774.34375,103588.546875
Q8NC51,SERBP1,507854.15625,450574.21875,487869.15625,518928.46875,494219.09375,518253.46875
Q8NC54,KCT2,7622.9169921875,14097.66796875,10134.69921875,21475.443359375,15459.78125,20094.203125
Q8NC56,LEMD2,67460.96875,66717,68299.3984375,73766.1640625,77070.8359375,74809.9453125
Q8NC60,NOA1,20204.17578125,16169.224609375,19495.0390625,18312.23828125,22379.900390625,23114.99609375
Q8NC96,NECAP1,15144.6201171875,12348.2958984375,21763.453125,17120.908203125,17735.18359375,18382.435546875
Q8NCA5,FAM98A,45230.83984375,44023.59765625,46036.9296875,42504.21875,47898.26953125,44151.71875
Q8NCE0,TSEN2,20047.947265625,16904.685546875,19847.28515625,18855.193359375,20932.775390625,22720.18359375
Q8NCG7,DAGLB,221749.578125,188403.25,241907.453125,210889.84375,222179.640625,187106.5
Q8NCH0,CHST14,8353.0595703125,7246.40087890625,3550.882080078125,7057.86669921875,5784.03271484375,4536.5654296875
